 countyName, cityName, HotelCode, HotelName, HotelRating
France,Lacanau,5712776,Studio lumineux avec vue sur l'océan 2341,5
Italy,Domodossola,1840239,Locanda Piemonte Da Sciolla,1
Brazil,Ubatuba,1856265,Hotel Pousada Ribeira,2
India,Ernakulam    Kerala,1197757,Deshadan Plaza Cochin,3
United States,Saratoga Springs    New York,5325327,The Annex in Saratoga Springs,2
Germany,Schwangau,5589471,Haus Forggensee,5
United Kingdom,Newquay,6070191,17 Waters Edge,4
France,Nantes,1082640,Seven Urban Suites Nantes Centre,4
China,GUANGDONG,1043193,Super 8 Hotel Chaozhou Feng Xi Square,2
United States,Staunton    Virginia,1340062,Motel 6 Staunton,2
China,Dandong,1459583,Dandong Xin An Dong Hotel,4
Greece,Ano Pediná,1586694,Amaryllis Boutique Guest House,4
Greece,Agioi Apostoli,5590949,Fairytale Elafonisi,2
United Kingdom,Creetown,1678352,Barholm Accommodation,2
South Africa,Johannesburg,5450792,Apartment 1233 On Webb,5
Germany,Bad Segeberg,1396898,Hotel Restaurant Bürgerstuben,5
United States,Asheville    North Carolina,5236904,Rocky Mountain High Cabin,5
France,Paris,1036960,Hotel Sevres Saint Germain,3
France,Mandelieu,1813944,Camping Les Cigales,4
Germany,Meersburg,1174248,Hotel Seehof,3
Greece,Aliki,1400156,Angeliki Hotel,2
Greece,Thassos,1145038,Hotel Aethria,3
United States,Anderson    South Carolina,1285317,Best Western Plus University Inn & Conference Center,2
Ecuador,Guayaquil,6135682,Pepe's House Guayaquil,3
Costa Rica,Jaco,5782746,Jaco Sol Quadplex 12B,5
Spain,Bejar,1241305,Hotel Colón Spa,3
Brazil,Xangri-lá,5443732,Pousada Jomar,5
United Kingdom,Stockport,5346284,Home At The Mill 2,4
France,Châtel,1391559,Au Bois de Lune,3
Italy,San Michele al Tagliamento,1624049,Carpe Diem Countryhouse,5
India,Visakhapatnam    Andhra Pradesh,1443220,OYO Premium Beach Road,3
United States,Reunion,5422983,Villa W185 Your Beautifully Decorated Villa,4
United Kingdom,Ventnor,1654388,Old Park Hotel,5
Thailand,Khon Kaen,1488473,U Sky Place,3
Malaysia,Langkawi,1470715,Paradise Homestay,1
Australia,Geelong    Victoria,1787964,Bindaree,5
France,Belcaire,1010310,Hotel Bayle,2
Brazil,Ponta Grossa,1434710,Ipe Hotel Express,5
Indonesia,Bogor,1379238,Pesona Alam Resort & Spa,4
Germany,Neustadt/Weinstraße,1143957,Hotel Tenner,3
Spain,Barcelona,1503186,HVA Augusta Garden Apartments,4
United States,Dickson City    Pennsylvania,1178240,Holiday Inn Express Dickson City Scranton,2
United States,Bordentown    New Jersey,1321041,Best Western Bordentown Inn,2
Cameroon,Yaounde,1821698,Indra Hotel,3
France,Mane,5267498,Chez Calou,5
Indonesia,Seraya Kecil Island,1415501,Sudamala Resort Seraya,4
Greece,Pylos-Nestoras,1159304,Ilias Methoni,5
Germany,Rheinsberg,5726303,Ferienhaus Kagar See 6693,5
Italy,Venice,1166290,Hotel Panorama,3
United States,Orlando    Florida,1158906,Holiday Inn Resort Lake Buena Vista,3
Sri Lanka,Unawatuna,5221118,Thaproban Pavilion Waves Unawatuna,5
United States,Saint Cloud    Minnesota,1276093,Rodeway Inn,2
South Africa,Port Elizabeth,1612102,39 on Nile Guesthouse,3
United States,Myrtle Beach    South Carolina,1548695,Barefoot Resort & Golf,5
Netherlands,Rotterdam,1239769,Maria Callas Yachthotel,4
Malaysia,Kota Bharu,1907589,Cerana Villa Resort & Medan Ikan Bakar,2
United Kingdom,Totnes,1094664,The Durant Arms,4
United States,Cotulla    Texas,1389285,Mainstay Suites,2
Italy,Brescia,1599531,Borno B&B,5
Germany,Rimbach,1287355,Landhotel Berghof,3
Japan,Shizuoka,1165015,Toyoko Inn Fujisan Mishima eki,3
Greece,Lindos,1263948,Sarris Studios,5
Austria,Kufstein,1195697,Hotel Pirchnerhof,4
United Kingdom,Allerford,1086226,Tudor Cottage,4
United States,Santa Clara    California,1243351,The Plaza Suites Hotel,3
Peru,Pucallpa,1768386,Hospedaje Marvento,5
Germany,Zinnowitz,5639579,Ferienwohnung Zinnowitz Use 1931,5
Russia,Penza Oblast,1877556,Hostel Guest58,5
United States,Hood River    Oregon,5258315,Alizes river View ac 6br 4ba,5
Italy,Porto Torres,5556465,Ema Home,5
Austria,Salzburg,5565551,Pension Waldhof,5
Germany,Visselhövede,1159710,Jeddinger Hof Land und Seminarhotel,3
Austria,Seelach,5254650,Ferienwohnung Am See,5
Canada,British Columbia,1248995,Big White Ski Resort,5
Russian Federation,Glasow,1898608,Gostinitsa Glazov,5
Germany,Ribnitz-Damgarten,1299229,Hotel Wilhelmshof,3
Russian Federation,Rostov on Don,1417514,Dumas Hotel,5
Germany,Tegernsee,5334482,Klein Bullerbü im Alpbachtal Tegernsee,5
Spain,Huelva,5860258,Atico En Primera Linea De Playa Islantilla,5
Ecuador,Loja,1397634,Quo Vadis Hotel,4
Thailand,Chonburi,1610151,Baan Kittima,2
Russian Federation,Susdal,5615636,Suzdal Like Home,5
Germany,Willingen,1134540,Appartementhaus Vierjahreszeiten,4
Spain,Archena,6140230,"Villa With 5 Bedrooms in Archena, With Private Pool, Furnished Terrace and Wifi",3
Australia,Brisbane    Queensland,1783478,Victoria At Redcliffe Bed & Breakfast,5
Germany,Radebeul,5314258,Ferienwohnung Radebeul Gerlach,5
United States,Fort Myers    Florida,5520084,Villa Bonita,5
Israel,Eilat,1444439,Villa Kibel Apartments,5
United Kingdom,Stafford,5370876,Off Puddle Hill,3
Switzerland,Saas-Fee,1188140,Artemis,3
India,Baga    Goa,5399257,GuestHouser 4 BHK Villa 9076,3
Ireland(Republic of),Athlone,1060673,The Bastion,3
Philippines,Manila,1843703,Bosay Resort Hotel,3
Germany,Westerland,5753570,Wohnung Anker,5
Germany,Winterberg,1004467,Ferienwohnung An der Kappe,3
Portugal,Vila do Bispo,5585423,Terra Da Eira,5
Italy,Florence,1218837,Tourist House,3
Russian Federation,Tyumen,1035655,Green House,4
South Korea,Kyongju,1488978,Pension 600,2
New Zealand,Tauranga,1297706,Summit Motor Lodge,4
South Korea,Incheon,1486730,Ogamul Hanok Guesthouse,1
United States,Kissimmee    Florida,5695493,Villa On Lasso 132,5
India,Howrah,1863458,Vinita Welcome Lodge,3
Italy,Boscoreale,1802674,Lelouch B&B,5
Brazil,Guaratuba,1225734,Kaakupe Praia Hotel,3
Finland,Tampere,5170642,Mainhouse of Paavola Farm,3
Italy,Stroncone,5150223,Casa Della Torre In Borgo Medievale,1
United Kingdom,London,1255321,Camden Lock,3
Spain,Cadiz,5582302,Apartamento Playa Muralla,5
India,Candolim Beach    Goa,1471390,OYO Rooms Candolim Health Centre,3
India,Ajmer    Rajasthan,1416421,Hotel Furfura Darbar,3
Netherlands,Helmond,5308013,Villa Rubenshof,5
Canada,Hamilton    Ontario,1453215,Crestwood Motel,1
India,Mahabaleshwar    Maharashtra,1097472,OYO 11914 Pratap Heritage,3
United States,Virginia Beach    Virginia,5405966,The Beacon Condo,5
Canada,Mississauga    Ontario,5599243,Royal Stays Furnished Apartments Missisauga City Centre,5
Austria,Saalbach,1520774,Landhaus Agnes,4
Egypt,Cairo,5009658,Cairo Capital Plaza,3
Australia,Sydney    New South Wales,1516330,The Chee Bondi,5
Taiwan,Hengchun,1504597,Leisure Lulu Villa,3
United States,Dodge City    Kansas,1329466,Comfort Inn Garden City,2
United States,Sanibel Island    Florida,1557726,Sandpiper Home by RedAwning,5
Chile,Santiago de Chile,1902326,A & G Aparthotel,2
Italy,Mazzin,1014735,Garni Letizia,1
France,Nice,5180746,Appartement Le Wawerly 2,5
Germany,Görlitz    South Australia,1302611,Hotel Schellergrund,3
New Zealand,Waikato,1747552,Sea Gypsy Motel,5
Fiji,Nadi,1426305,Wellesley Palms Hotel,3
Austria,Poysdorf,1000336,Kolpingsfamilie Poysdorf,2
Brazil,Urubici,1718759,Graxaim Ecohostel,5
France,Fort-Mahon-Plage,5466071,Apartment Rue De Paris,5
Ireland(Republic of),Trim,1243344,Brogans Bar & Guesthouse,3
Finland,Jämsä,5473548,HelmikkÄpolku Cottage,5
Germany,Vaihingen an der Enz,1222766,Hotel Gasthof Lamm,3
Taiwan,Hengchun,1619052,GoooodO Inn,3
Canada,Montreal    Quebec,1536188,Hôtel de la Rive,3
Spain,Marbella,5413197,Oleholidays Apartamento Jardines del Puerto,3
Albania,Korca,1682108,Korca City Rooms,2
Spain,Santa Ponsa,5996648,Casa Blanca En Bella Vista,5
United States,Louisville    Colorado,1343597,Best Western Plus Louisville Inn & Suites,2
Austria,Vienna,5012926,"Modern Flat incl. Breakfast&Parking, near Metro U1",5
France,Dambach-la-Ville,1806824,Chambre dHotes Haensler,5
Cyprus,Protaras,5364324,Konnos Flat,5
China,Shijiazhuang,1558048,City 118 Chain Hotel,5
Spain,Fuengirola,1147017,Apartamentos La Jabega,3
Netherlands,Amsterdam,5232464,Residence 86,2
United Arab Emirates,Dubai,1273938,Sadaf Hotel,3
Thailand,Chonburi,1823535,Buppha Harley Resort,3
Greece,Plakias,6090244,Villa Dora,1
Brazil,Dourados,1716142,Ellus Hotel,5
Saudi Arabia,Makkah,1667020,Mawasim Ajyad,1
Brazil,Guaratinguetá,5976845,Piccolo Borgo Antico Il Cantuccio,5
Russia,Uljanowsk,1115270,Victoriya Hotel Complex,3
Canada,Vancouver    British Columbia,1179940,Fairmont Vancouver Airport In Terminal Hotel,4
United States,Covington    Louisiana,1100877,Hampton Inn Covington,2
United States,North Myrtle Beach    South Carolina,1280989,Tilghman Beach And Golf Resort,3
Germany,Barth,6085284,Ferienwohnungen Barth Vorp 1760,5
United Kingdom,Llanberis,1679886,Padarn Hotel,3
United States,Houston    Texas,1798071,Holiday Inn & Suites Houston Nw Willowbrook,3
United States,Orlando    Florida,5513480,Ov4282 Reunion Resort 3 Bed 3 Baths Condo,4
Canada,Campbell River    British Columbia,1470795,Above Tide Motel,4
Canada,Quebec City    Quebec,1479569,Holiday Villa Resorts at Mont,3
Japan,Irabu,5762473,White House Miyakojima,4
Greece,Aliki,5544255,Studios Eleni,5
Netherlands,Dordrecht,1596601,Blom aan de Gracht,5
Italy,Casal Velino,1028684,Relais Le Magnolie,3
Italy,Oderzo,1384634,Ristorante Locanda Dussin,5
India,Gwalior    Madhya Pradesh,1832621,Hotel Laxmi Guest House,2
Italy,Santa Maria degli Angeli,1337849,Il Roseto,5
Italy,Caserta,1566488,Hotel Del Sole,3
United Kingdom,Cheshire,1087462,The Airport Inn Manchester,3
Italy,Diamante,1777074,A Casa Di Luca,1
Slovenia,Slovenj Gradec,1925209,Hia Ancka,4
United States,Rutherfordton    North Carolina,1208460,The Firehouse Inn,3
United Kingdom,Tintagel,1122163,The Cornishman Inn,5
India,Pune    Maharashtra,5000264,Hotel Mint Salisbury Park,3
Australia,Kiama    New South Wales,5188569,The Little Jungle,3
Russian Federation,Omsk,1112856,Hotel Lermontov,3
Italy,Meina,6090598,Sole di Meina Apartment,5
France,Cannes,5163895,Merle,3
Russian Federation,Wyborg,5924479,Apart cottage White Rose mini,5
Netherlands,Amsterdam,5217566,Delightful Studio In The Center Of Amsterdam,5
Spain,Chiclana,5766703,Holiday Home Brisamar Novo Sancti Petri,3
India,Kotagiri,5900427,NestCoonoor,5
Indonesia,Bali,1178555,One Eleven,5
India,Roorkee,1737870,Motel Divine International,3
United States,Mechanicsburg    Pennsylvania,1236688,Country Inn & Suites by Radisson Harrisburg West PA,3
Russian Federation,Iwanowo,1873010,Voznesenskaya Hotel,2
Spain,Logrono,1503401,Check In Rioja,5
United States,Miami Beach    Florida,5470603,Alden on Indian Creek,2
Brazil,Porto Seguro,1262552,Portobello Praia,3
Australia,Jindabyne    New South Wales,5318340,Razorback 9,5
United States,Raleigh    North Carolina,1339441,Rizzo Center,4
Brazil,Niteroi,1856048,Pousada Itaipu Beach,3
Spain,Santa Cristina d'Aro,5761239,Villa D'aro,5
United States,Daphne    Alabama,1193530,Comfort Inn & Suites,2
Italy,Otranto,5735333,Casa Vacanze eleonora Otranto Salento 4 Posti,5
Mexico,Tequesquitengo,1411328,Excelaris Grand Resort Conventions & Spa,3
Italy,Dorgali,1235131,Club Esse Cala Gonone Beach Village,4
Spain,Pilar de la Horadada,5598584,Playa Elisa Bay,5
Sweden,Tofta,1921567,Ljungs Fem Rum,2
Spain,Hellín,1379363,Hotel Restaurante Emilio,3
Sri Lanka,Ahangama,1907774,Villa My Way Yoga Retreat,5
Spain,El Vendrell    California,5574036,Camping Sant Salvador,5
Italy,Brescia,1169766,Splendido Bay Luxury Spa Resort,5
Mexico,Querétaro,1258307,City Express Querétaro Jurica,3
Norway,Trondheim,1301270,Comfort Hotel Park,3
France,Le Havre,6021378,Cote Et Mer,5
United States,Lee    Massachusetts,1289960,Rodeway Inn,2
United States,Palm Springs    California,1246532,Desert Hot Springs Spa Hotel,2
United States,Warrenton    Virginia,1229906,Airlie,3
France,Villefranche-sur-Saone,1109091,Hotel Le Chatard,3
Spain,Playa de Palma,1148205,Blue Sea Arenal Tower Adults Only,3
Malaysia,Kuala Lumpur,5507945,Pipit Homestay at Element Ampang,3
San Marino,San Marino,1671623,Gasperoni,3
Austria,Mariazell,5600753,Berliner Ecke,5
Brazil,Palhoça,5716373,Apartamentos Entre A Pinheira E Guarda Do EmbaÚ,5
Malaysia,Muar,5349632,Oyo 756 Muar City Hotel,2
Turkey,Düzce,1117067,Gosterisli Otel,3
Russia,Primorsko-Achtarsk,1417480,Tropicana Hotel,3
United Kingdom,Whitby,5478129,Mallard Cottage Whitby,4
United Kingdom,Musselburgh,1560965,Melville House,5
Russia,Jekaterinburg (St. Petersburg),1417680,Galant Hotel,3
Spain,Granada,1659405,Cortijo Berruguilla Casa Rural,3
Spain,San Bartolomé de Tirajana,1185248,Bungalows Vistaflor,3
United Kingdom,Cornwall,1860167,Earl Of Chatham,5
Ireland(Republic of),Ballyconneely,5731079,Foregloss Cottage,3
Spain,Zumaia,1416590,Zerupe Hotel,2
Brazil,Macaé,1538874,Petit Amour Motel,5
Austria,Bad Kleinkirchheim,6025922,Haus Heinke By Immobilaustria,5
Spain,Pulpi,5323320,Apartamento Casa Clara,3
Spain,Jaen,1590871,Hostal Restaurante El Paso,1
Albania,Albanien,1396876,Hotel Ani,2
Italy,Torre del Orso,5614895,Trilocale piscina e doppio giardino 6,5
India,Mumbai    Maharashtra,1011651,Kohinoor Elite,3
Mexico,Puerto Aventuras    Riviera Maya Quintana Roo,1134323,Hotel Esencia,5
Albania,Durrës,1357610,Iliria Internacional Hotel,3
Romania,Snagov,5419596,Toscana Villa,5
Colombia,Armenia,1658934,Villas Colina Campestre,3
Costa Rica,Playa Tamarindo,1480904,Hotel Tamarindo Village,3
Greece,Kalavryta,5299688,Charoula Rooms,5
Spain,Playa de Palma,1148161,Piñero Bahia de Palma,3
United States,Davenport    Florida,5920169,4904Cg,5
United States,Missoula    Montana,1179427,Hawthorn Suites by Wyndham Missoula,3
United Kingdom,Tenby,5935700,Rose Cottage,3
Brazil,Goiânia,1715850,Goiânia Tropical Hotel,5
Vanuatu,Luganville,1182051,Hotel Santo,5
United Kingdom,Alnwick,5565826,West Acre House,5
Austria,Kals,1056316,Kererhof,5
United States,Centennial    Colorado,1919328,Uptown Suites Extended Stay Denver CO Centennial,3
Argentina,Pinamar,5281919,Departamento Mandala Azul,5
China,Baoshan,1477719,Greentree Inn Shanghai Luojing Express Hotel,3
United States,Santa Fé    New Mexico,1201275,The Inn at Vanessie,4
United States,Kapalua    Hawaii,5211977,Bay Villa 22G2 Gold Ocean Front by RedAwning,3
Austria,Embach,1098935,Embacherhof,5
United States,Myrtle Beach    South Carolina,5445524,Brighton 405,3
Austria,Altmünster,1219850,Apparthotel Alpenchalet,4
South Africa,Hazyview,1828293,Hoyo Hoyo 573 Kruger Park Lodge,3
Albania,Albanien,1163287,Mai Tai Resort,5
Canada,Kitchener    Ontario,1658309,Waterloo Garden House,3
Spain,Bilbao,1553558,7 Kale Bed & Breakfast,2
Australia,Cowes    Victoria,5437811,Island Living,3
Italy,Peschiera,1057326,Hotel San Benedetto,3
Netherlands,Schouwen-Duiveland,1859482,Herberg T Swarte Schaep,5
Spain,Alcudia,5318995,Villa Voramar,3
France,La Rochelle,5635627,Apartment La Rocheliere 3 3,5
Spain,Calahorra,5271338,Apartamento El Vino,5
United States,New Orleans    Louisiana,1687332,Magazine Mansion,3
United States,Roche Harbor    Washington,1167154,Roche Harbor Resort,3
United Kingdom,Stone,1233507,Stone House Hotel a Bespoke Hotel,3
United Kingdom,Telford,1414857,Furnace House,3
United States,Orlando    Florida,5444127,Festival Resort 232,3
India,Dehradun    Uttarakhand,1218122,Hotel Crystal Palace,2
Russian Federation,Tomsk,1125757,Magistrat Hotel,4
Russia,Murmansk,1879367,Hostel Prichal,5
Italy,Alpe di Siusi,1420136,Oberwirt Weisses Kreuz,3
China,Jieyang,1701274,GreenTree Inn GuangDong PuNing International Commodity Center Business Hotel,2
Spain,Ponferrada,1814344,Hotel Alda Centro Ponferrada,3
Belgium,Peer,6165892,Magnificient Mansion in Peer With Spacious Garden,3
Germany,Wangerland,5695164,Ferienhaus Wangerland Wiarden 249S,4
Greece,Kolymbia,1145880,Leonardo Kolymbia Resort,5
United States,Kansas City    Kansas,1443565,Holiday Inn Express & Suites Shawnee Kansas City West,2
Italy,Porto Recanati,1867044,Hotel Bianchi Nicola srl,3
Colombia,Bucaramanga,1399317,Hotel Oviedo Real,5
United Kingdom,London,6057878,The Castle Apartment,5
Germany,Landshut,1285760,Hotel Restaurant Weihenstephaner Stuben,5
Austria,Wenns,1104510,Andrea Lechthaler,3
Thailand,Phuket,1299108,Sea Front Home,3
Greece,Chalkidiki/Khalkidhiki,1375734,Nefeli Villas and Suites,3
United States,Davenport    Florida,5986682,Regal Palms Resort & Spa at Highlands Reserve 745,3
Belgium,Durbuy,5234569,La Belly D'or,3
Thailand,Krabi,1446695,Soontreeya Lanta,3
Morocco,Tanger,5524542,Appartement de Luxe aux Jardins de Cabo,3
Spain,Tacoronte,5503947,Villa Calle Candelaria monte,3
Italy,Taggia,5495502,Rentopolis Fronte Mare Taggia,3
Canada,Trois Rivieres    Quebec,1535168,Domaine De La Baie,4
France,Arcachon,5902401,Apartment Arcachon Le Moulleau 2,4
India,Vagator,1497141,Shalai The Cliff Resort,3
France,Cannes,1864611,Villa Asmodée,5
Japan,Fujiyoshida,1911085,Fuji Matsuyama Base,1
United Kingdom,West Bridgford,5732913,Durham Ox Ilkeston,5
United States,Asheville    North Carolina,5253547,Magnolia Mountain Home,5
United States,Farmington    New Mexico,1337344,Brentwood Inn & Garden,2
United States,Plano    Texas,1284449,Studio 6 Dallas Plano Medical Center,2
United Kingdom,Newquay,1696388,Skyline Guesthouse,2
Canada,New Brunswick,1073804,Happy Motel,3
Greece,Rhodes,1296577,Panorama Studios,3
Spain,L'Estartit,1492860,Apartamentos Las Brisas,5
Ireland(Republic of),Carlingford,1779627,Walkers Nest,3
South Korea,Gangwon-do,1381332,Holiday Inn Resort Alpensia Pyeongchang,4
Italy,Semogo,5323150,Baita De Anna,5
Japan,Semboku,1513859,Kashintei Shirahama,2
Mexico,Huatulco,1404597,Princess Mayev Hotel,3
France,Saint Cyprien,1740679,Résidence la lagune en lîle,3
China,Zibo,1005370,Jinjiang Inn Zibo Train Station,2
Greece,Epidauros,1929443,Hotel Marialena,3
United States,Cedar Falls    Iowa,1256662,Comfort Suites,2
Portugal,Porto,1498135,Go2Oporto Teatro,4
India,Pushkar    Rajasthan,1741762,Hotel Natural View,5
New Zealand,Wanaka,1168591,Riverrun Lodge,3
Austria,Altmünster,1275961,Landhaus Rohregger,5
Finland,Joensuu,6107056,Kotimaailma Apts Joensuu Kalevankatu 36,3
Chile,Santiago de Chile,1662847,Chilean Suites Providencia,5
Spain,Gran Canaria,1031875,Maracaibo,3
Greece,Elati,1388075,Hotel Mpakou,2
Thailand,Ko Phangan,1649218,Phanganisthostel,2
United States,Los Angeles    California,1215354,Wyndham Santa Monica At The Pier,3
Italy,Manerba del Garda,5653415,My Garda Holiday Superior Villa 5P M1,5
Ireland(Republic of),Dublin,1304696,Grand Canal Hotel,4
Japan,Yuzawa,5606604,Angel Resort Yuzawa 210,1
Sri Lanka,Mirissa,1801445,Family Room With Garden View Villa Sea View,2
Argentina,Tandil,6014602,Tandilindo,5
Portugal,Coimbra,5586121,Orpheus Miguel Torga UNESCO Heritage,5
Argentina,Mendoza,5766989,Cabañas Los Viñedos,5
Bulgaria,Sunny Beach,1022506,Atos,3
Australia,Tanunda    South Australia,1458879,Barossa House,4
Panama,Panama,1749654,El Rincon de Lupe,5
Canada,New Brunswick,1867874,The Garden Gate Bed And Breakfast,5
United Kingdom,North Walsham,5822180,The Old Stables,4
Italy,Paestum,1142105,Cristallo Paestum,3
China,Chongqing,1071918,Chongqing Landyatt Park Hotel,4
India,Noida    UTTAR PRADESH,1739816,Ridhi and Sidhi,2
Argentina,Puerto Iguazu,1288696,Amerian Portal del Iguazu Hotel,4
China,Guangzhou,1029345,Airport Guest House,3
Australia,Nelly Bay    Queensland,5460624,The Little Bush Hut,4
Canada,Quebec City    Quebec,1162705,Manoir Charest,3
Japan,Sendai,6090190,Hotel Eldia Luxury Sendai - Adults Only,3
France,Les Praz-de-Chamonix,5955262,Chalet Bois Chamonix,5
Greece,Patmos,1020521,Villa Zacharo,2
United States,Pigeon Forge    Tennessee,5358890,Briarstone Lodge Condo 13D,3
Belgium,Antwerp,5692806,Apartment with balcony in city center,5
United States,Richland Center    Wisconsin,1286116,Ramada By Wyndham Richland Center,3
United States,Denver    Colorado,5015911,La Quinta Inn & Suites by Wyndham Denver Parker,2
Luxembourg,Asselborn,1224088,Domaine du Moulin d'Asselborn,3
Spain,Coll de Nargó,1566799,Hotel Del Llac,1
Portugal,Beja,1357597,Malhadinha Nova Country House & Spa,5
South Korea,Gangwon-do,1836262,Yeongwol Wolgang Sanhachon Pension,2
Greece,Drepano,1315739,Epihotel Dantis Beach,3
Italy,Taranto (Tarent),1645851,Hibiscus,1
Thailand,Thalang,1429137,Sumalee Resort,2
Colombia,Anapoima,1431742,La Masia Hotel Boutique,3
United Kingdom,Lancashire,1349341,Tiffany's Hotel,3
Kenya,Mombasa,5650094,Fastcare Luxury Apartments O,2
United States,Sevierville    Tennessee,6091797,A Panoramic View 2 #139,3
India,Agra    Uttar Pradesh,1054224,Hotel Zee,2
United Kingdom,Craven Arms,5407523,The Log Cabin Craven Arms,3
